is_checked	word_display	freq_info	freq_rank	stem	pos	pos_detail	ipa	oxford3000	gsl	ccss_tier	cse_level	cefr	freq_grade	meaning_ko	definition_en	etymology	morpheme	word_formation	kr_curriculum	grade_range	textbook_included	curriculum_included	us_grade	atos	lexile	ngsl	gse	eiken_level	eiken_grade	hypernym	hyponym	synonym	antonym	collocation	word_family	register	domain	topic	regional_variant	era	learning_objective	prerequisite	error_pattern	teaching_method	sentence_1	sentence_2	sentence_3	pos_consistency	cefr_consistency	meaning_consistency	educational_value	analysis_date	system_version	status	quality_grade	validation_result	api_number
☐	Delegate	-	2410	delegate	V	VT	/ˈdelɪɡeɪt/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	위임하다	to entrust to another	from Latin delegare	dele-gate	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	assign	-	assign, entrust	-	delegate authority	delegate	formal	work	action	Global	current	업무 표현	기본 동사	-	맥락적 학습	Delegate some tasks to your assistant.	She delegated the responsibility wisely.	A good leader knows how to delegate.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2409
☐	Supervise	-	2411	supervise	V	VT	/ˈsuːpərvaɪz/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	감독하다	to oversee work	from Latin supervidere	super-vise	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	oversee	-	oversee, manage	-	supervise employees	supervise	formal	work	action	Global	current	업무 표현	기본 동사	-	맥락적 학습	She supervises a team of ten people.	The manager supervised the project.	Parents should supervise children online.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2410
☐	Evaluate	-	2412	evaluate	V	VT	/ɪˈvæljueɪt/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	평가하다	to assess the value	from French évaluer	e-valu-ate	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	assess	-	assess, judge	-	evaluate performance	evaluate	formal	work	action	Global	current	업무 표현	기본 동사	-	맥락적 학습	Evaluate the results of the experiment.	She evaluated each candidate carefully.	We need to evaluate our options.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2411
☐	Assess	-	2413	assess	V	VT	/əˈses/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	평가하다	to evaluate or estimate	from Latin assidere	as-sess	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	evaluate	-	evaluate, judge	-	assess the damage	assess	formal	work	action	Global	current	업무 표현	기본 동사	-	맥락적 학습	Assess the situation before acting.	She assessed the student's progress.	They assessed the property value.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2412
☐	Review	-	2414	review	V	VT	/rɪˈvjuː/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	검토하다	to examine again	from Latin revidere	re-view	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	examine	-	examine, evaluate	ignore	review the document	review	general	work	action	Global	current	업무 표현	기본 동사	-	맥락적 학습	Review the contract before signing.	She reviewed her notes for the exam.	The committee will review the proposal.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2413
☐	Approve	-	2415	approve	V	VT	/əˈpruːv/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	승인하다	to give consent	from Latin approbare	ap-prove	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	accept	-	accept, authorize	reject	approve the plan	approve	formal	work	action	Global	current	업무 표현	기본 동사	-	맥락적 학습	The manager approved the budget.	She approved of his decision.	The board approved the new policy.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2414
☐	Reject	-	2416	reject	V	VT	/rɪˈdʒekt/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	거부하다	to refuse to accept	from Latin rejectare	re-ject	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	refuse	-	refuse, deny	accept	reject an offer	reject	general	response	action	Global	current	반응 표현	기본 동사	-	맥락적 학습	She rejected the job offer.	The proposal was rejected by the board.	He rejected all suggestions.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2415
☐	Confirm	-	2417	confirm	V	VT	/kənˈfɜːrm/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	확인하다	to verify as true	from Latin confirmare	con-firm	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	verify	-	verify, validate	deny	confirm the booking	confirm	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Please confirm your reservation.	She confirmed the meeting time.	The news was confirmed by officials.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2416
☐	Cancel	-	2418	cancel	V	VT	/ˈkænsəl/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	취소하다	to call off	from Latin cancellare	cancel	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	void	-	void, revoke	confirm	cancel the order	cancel	general	action	termination	Global	current	종료 표현	기본 동사	-	맥락적 학습	She cancelled her appointment.	The flight was cancelled due to weather.	Let's cancel the meeting.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2417
☐	Postpone	-	2419	postpone	V	VT	/pəʊstˈpəʊn/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	연기하다	to delay to a later time	from Latin postponere	post-pone	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	delay	-	delay, defer	advance	postpone the event	postpone	formal	time	action	Global	current	시간 표현	기본 동사	-	맥락적 학습	We postponed the meeting until next week.	The game was postponed due to rain.	Don't postpone your dreams.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2418
☐	Notify	-	2420	notify	V	VT	/ˈnəʊtɪfaɪ/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	알리다	to inform officially	from Latin notificare	not-ify	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	inform	-	inform, tell	-	notify the authorities	notify	formal	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Please notify us of any changes.	She was notified of the results.	We will notify you by email.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2419
☐	Clarify	-	2421	clarify	V	VT	/ˈklærɪfaɪ/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	명확히 하다	to make clear	from Latin clarificare	clar-ify	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	explain	-	explain, elucidate	confuse	clarify the point	clarify	formal	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Please clarify your question.	She clarified the misunderstanding.	Can you clarify what you mean?	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2420
☐	Summarize	-	2422	summarize	V	VT	/ˈsʌməraɪz/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	요약하다	to give a brief account	from Latin summa	summar-ize	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	outline	-	outline, recap	elaborate	summarize the report	summarize	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Summarize the main points of the article.	She summarized the meeting notes.	Can you summarize what happened?	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2421
☐	Outline	-	2423	outline	V	VT	/ˈaʊtlaɪn/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	개요를 말하다	to describe the main features	from out + line	out-line	compound	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	summarize	-	summarize, sketch	detail	outline the plan	outline	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Outline the key topics for discussion.	She outlined her proposal clearly.	He outlined the project's scope.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2422
☐	Elaborate	-	2424	elaborate	V	VI	/ɪˈlæbəreɪt/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	상세히 설명하다	to add more detail	from Latin elaborare	e-labor-ate	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	expand	-	expand, explain	simplify	elaborate on	elaborate	formal	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Can you elaborate on that point?	She elaborated on her theory.	He elaborated his plans further.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2423
☐	Illustrate	-	2425	illustrate	V	VT	/ˈɪləstreɪt/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	설명하다	to explain with examples	from Latin illustrare	illustr-ate	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	demonstrate	-	demonstrate, show	-	illustrate a point	illustrate	formal	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	The graph illustrates the trend.	She illustrated her point with an example.	This case illustrates the problem.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2424
☐	Emphasize	-	2426	emphasize	V	VT	/ˈemfəsaɪz/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	강조하다	to give special importance	from Greek emphasis	emphas-ize	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	stress	-	stress, highlight	downplay	emphasize the importance	emphasize	formal	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	I want to emphasize this point.	She emphasized the need for safety.	He emphasized quality over quantity.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2425
☐	Persuade	-	2430	persuade	V	VT	/pərˈsweɪd/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	설득하다	to convince by argument	from Latin persuadere	per-suade	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	convince	-	convince, influence	discourage	persuade someone	persuade	general	influence	action	Global	current	영향 표현	기본 동사	-	맥락적 학습	She persuaded him to change his mind.	I was persuaded to join the team.	Can you persuade her to come?	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2429
☐	Convince	-	2431	convince	V	VT	/kənˈvɪns/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	납득시키다	to cause to believe	from Latin convincere	con-vince	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	persuade	-	persuade, assure	doubt	convince someone	convince	general	influence	action	Global	current	영향 표현	기본 동사	-	맥락적 학습	She convinced me to try the restaurant.	He convinced the jury of his innocence.	I'm not convinced that it will work.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2430
☐	Motivate	-	2433	motivate	V	VT	/ˈməʊtɪveɪt/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	동기를 부여하다	to provide incentive	from Latin motivus	motiv-ate	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	inspire	-	inspire, encourage	discourage	motivate employees	motivate	general	influence	action	Global	current	영향 표현	기본 동사	-	맥락적 학습	What motivates you to work hard?	She motivated the team to succeed.	Money alone doesn't motivate people.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2432
☐	Encourage	-	2434	encourage	V	VT	/ɪnˈkʌrɪdʒ/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	격려하다	to give support or confidence	from French encourager	en-courage	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	support	-	support, inspire	discourage	encourage someone	encourage	general	support	action	Global	current	지지 표현	기본 동사	-	맥락적 학습	Parents encourage their children to study.	She encouraged him to apply for the job.	We encourage healthy eating habits.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2433
☐	Discourage	-	2435	discourage	V	VT	/dɪsˈkʌrɪdʒ/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	낙담시키다	to dishearten or deter	from Old French descouragier	dis-courage	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	deter	-	deter, dissuade	encourage	discourage someone	discourage	general	influence	action	Global	current	영향 표현	기본 동사	-	맥락적 학습	Don't let failure discourage you.	The rain discouraged outdoor activities.	She was discouraged by the results.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2434
☐	Criticize	-	2436	criticize	V	VT	/ˈkrɪtɪsaɪz/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	비판하다	to express disapproval	from Greek kritikos	critic-ize	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	blame	-	blame, fault	praise	criticize harshly	criticize	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Don't criticize without offering solutions.	She criticized his performance unfairly.	The report was criticized by experts.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2435
☐	Compliment	-	2438	compliment	V	VT	/ˈkɒmplɪment/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	칭찬하다	to express admiration	from Italian complimento	compliment	simple	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	praise	-	praise, flatter	insult	compliment someone	compliment	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	She complimented him on his new haircut.	He complimented her cooking.	I was complimented on my presentation.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2437
☐	Apologize	-	2439	apologize	V	VI	/əˈpɒlədʒaɪz/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	사과하다	to express regret	from Greek apologia	apolog-ize	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	say sorry	-	-	-	apologize for	apologize	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	She apologized for being late.	He apologized sincerely for his mistake.	I apologize if I offended you.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2438
☐	Forgive	-	2440	forgive	V	VT	/fərˈɡɪv/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	용서하다	to pardon an offense	from Old English forgiefan	for-give	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	pardon	-	pardon, excuse	blame	forgive someone	forgive	general	emotion	action	Global	current	감정 표현	기본 동사	-	맥락적 학습	Please forgive me for my mistake.	She forgave him after he apologized.	It's hard to forgive but important.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2439
☐	Thank	-	2441	thank	V	VT	/θæŋk/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	감사하다	to express gratitude	from Old English þancian	thank	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	appreciate	-	appreciate, gratify	blame	thank someone	thank	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Thank you for your help.	She thanked him for the gift.	I can't thank you enough.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2440
☐	Congratulate	-	2442	congratulate	V	VT	/kənˈɡrætʃʊleɪt/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	축하하다	to express joy for success	from Latin congratulari	con-gratul-ate	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	celebrate	-	celebrate, commend	-	congratulate on	congratulate	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Congratulate her on her promotion.	We congratulated the winning team.	I congratulate you on your success.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2441
☐	Greet	-	2443	greet	V	VT	/ɡriːt/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	인사하다	to welcome or address	from Old English grētan	greet	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	welcome	-	welcome, salute	ignore	greet someone	greet	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	She greeted us at the door.	He greeted his friends warmly.	The host greeted all the guests.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2442
☐	Introduce	-	2444	introduce	V	VT	/ˌɪntrəˈdjuːs/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	소개하다	to present formally	from Latin introducere	intro-duce	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	present	-	present, acquaint	-	introduce someone	introduce	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Let me introduce myself.	She introduced her friend to us.	He introduced a new idea.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2443
☐	Recommend	-	2445	recommend	V	VT	/ˌrekəˈmend/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	추천하다	to suggest as good	from Latin recommendare	re-commend	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	suggest	-	suggest, advise	discourage	recommend a book	recommend	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	I recommend this restaurant highly.	She recommended him for the job.	The doctor recommended rest.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2444
☐	Suggest	-	2446	suggest	V	VT	/səˈdʒest/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	제안하다	to put forward for consideration	from Latin suggerere	sug-gest	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	propose	-	propose, recommend	-	suggest an idea	suggest	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Can I suggest a different approach?	She suggested meeting tomorrow.	The evidence suggests otherwise.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2445
☐	Propose	-	2447	propose	V	VT	/prəˈpəʊz/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	제안하다	to put forward a plan	from Latin proponere	pro-pose	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	suggest	-	suggest, recommend	-	propose a plan	propose	formal	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	He proposed a new strategy.	She proposed marriage to him.	I propose we take a break.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2446
☐	Request	-	2448	request	V	VT	/rɪˈkwest/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	요청하다	to ask for formally	from Latin requirere	re-quest	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	ask	-	ask, demand	-	request information	request	formal	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	She requested a meeting with the manager.	We request your presence at the event.	He requested additional time.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2447
☐	Demand	-	2449	demand	V	VT	/dɪˈmɑːnd/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	요구하다	to ask firmly	from Latin demandare	de-mand	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	require	-	require, insist	offer	demand an answer	demand	formal	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	They demanded an explanation.	She demanded to see the manager.	The job demands long hours.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2448
☐	Insist	-	2450	insist	V	VI	/ɪnˈsɪst/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	주장하다	to demand firmly	from Latin insistere	in-sist	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	demand	-	demand, persist	yield	insist on	insist	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	She insisted on paying the bill.	He insists that he is innocent.	I insist you stay for dinner.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2449
☐	Refuse	-	2451	refuse	V	VT	/rɪˈfjuːz/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	거절하다	to decline to accept	from Latin refusare	re-fuse	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	reject	-	reject, deny	accept	refuse an offer	refuse	general	response	action	Global	current	반응 표현	기본 동사	-	맥락적 학습	She refused to answer the question.	He refused the job offer politely.	I refuse to believe that.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2450
☐	Accept	-	2452	accept	V	VT	/əkˈsept/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	받아들이다	to receive willingly	from Latin acceptare	ac-cept	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	receive	-	receive, take	refuse	accept an offer	accept	general	response	action	Global	current	반응 표현	기본 동사	-	맥락적 학습	She accepted the award graciously.	He accepted the job offer.	I accept your apology.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2451
☐	Decline	-	2453	decline	V	VT	/dɪˈklaɪn/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	거절하다	to politely refuse	from Latin declinare	de-cline	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	refuse	-	refuse, reject	accept	decline an invitation	decline	formal	response	action	Global	current	반응 표현	기본 동사	-	맥락적 학습	She declined the invitation politely.	He declined to comment on the matter.	Sales have declined recently.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2452
☐	Agree	-	2454	agree	V	VI	/əˈɡriː/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	동의하다	to have the same opinion	from Latin ad + gratum	agree	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	consent	-	consent, concur	disagree	agree with	agree	general	response	action	Global	current	반응 표현	기본 동사	-	맥락적 학습	I agree with your point of view.	They agreed to meet at noon.	We agreed on the terms.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2453
☐	Disagree	-	2455	disagree	V	VI	/ˌdɪsəˈɡriː/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	동의하지 않다	to have a different opinion	from dis- + agree	dis-agree	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	differ	-	differ, dispute	agree	disagree with	disagree	general	response	action	Global	current	반응 표현	기본 동사	-	맥락적 학습	I respectfully disagree with you.	They disagreed on the plan.	We disagree about many things.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2454
☐	Argue	-	2456	argue	V	VI	/ˈɑːrɡjuː/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	논쟁하다	to express disagreement	from Latin arguere	argue	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	debate	-	debate, dispute	agree	argue about	argue	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	They argued about politics all night.	She argued her case convincingly.	Don't argue with the referee.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2455
☐	Debate	-	2457	debate	V	VT	/dɪˈbeɪt/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	토론하다	to discuss opposing views	from Latin debattere	de-bate	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	discuss	-	discuss, argue	agree	debate an issue	debate	formal	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	They debated the issue for hours.	She debated whether to go or stay.	Politicians debate policy options.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2456
☐	Discuss	-	2458	discuss	V	VT	/dɪsˈkʌs/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	토의하다	to talk about	from Latin discutere	dis-cuss	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	talk	-	talk, debate	-	discuss a topic	discuss	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Let's discuss this matter tomorrow.	They discussed the proposal in detail.	We need to discuss our options.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2457
☐	Mention	-	2459	mention	V	VT	/ˈmenʃən/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	언급하다	to refer to briefly	from Latin mentio	mention	simple	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	refer	-	refer, note	-	mention briefly	mention	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	She mentioned the meeting briefly.	Don't mention it; you're welcome.	He mentioned that he was busy.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2458
☐	Explain	-	2460	explain	V	VT	/ɪkˈspleɪn/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	설명하다	to make clear	from Latin explanare	ex-plain	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	describe	-	describe, clarify	confuse	explain clearly	explain	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Please explain the rules to me.	She explained the process clearly.	Can you explain what happened?	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2459
☐	Describe	-	2461	describe	V	VT	/dɪˈskraɪb/	1st-500	2nd-2000	Tier-1	Level-2	A2	고빈도	묘사하다	to give details about	from Latin describere	de-scribe	derived	초등	초5-초6	포함	포함	5	3.5	400L-600L	Yes	52	3급	초중급	explain	-	explain, depict	-	describe the scene	describe	general	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	Describe what you saw yesterday.	She described the accident in detail.	Words cannot describe my feelings.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2460
☐	Define	-	2462	define	V	VT	/dɪˈfaɪn/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	정의하다	to state the meaning	from Latin definire	de-fine	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	explain	-	explain, describe	-	define a term	define	formal	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	How would you define success?	She defined her goals clearly.	This rule defines our boundaries.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2461
☐	Interpret	-	2463	interpret	V	VT	/ɪnˈtɜːrprɪt/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	해석하다	to explain the meaning	from Latin interpretari	inter-pret	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	explain	-	explain, translate	-	interpret the data	interpret	formal	communication	action	Global	current	의사소통 표현	기본 동사	-	맥락적 학습	How do you interpret this poem?	She interpreted his silence as agreement.	The guide interpreted for the tourists.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2462
☐	Translate	-	2464	translate	V	VT	/trænzˈleɪt/	1st-500	2nd-2000	Tier-2	Level-3	B1	중빈도	번역하다	to express in another language	from Latin translatus	trans-late	derived	중등	중1-중2	포함	포함	6	4.0	600L-800L	Yes	55	준2급	중급	interpret	-	interpret, convert	-	translate a book	translate	general	language	action	Global	current	언어 표현	기본 동사	-	맥락적 학습	Can you translate this into English?	She translated the novel from French.	His ideas didn't translate well into action.	TRUE	TRUE	TRUE	10	2026-01-17	3.3	완료	A++	LLM	2463
